Name|Sp|Vmag|B-V|Mv|_RA.icrs|_DE.icrs
Wo 9722 |sdM1        | 13.30| 1.55|11.40|21 07 53.2|+59 42 44
Wo 9723 |K3          | 10.78| 0.95| 8.80|21 08 47.9|+47 09 18
Wo 9724 |M1          | 12.01| 1.56|10.15|21 11 46.8|-43 36 15
Wo 9725 |K5          | 10.84| 1.26| 8.08|21 06 35.0|+80 47 37
NN 4182 |M1          | 11.05| 1.34| 9.67|21 10 54.5|+29 25 22
Wo 9726 |F7 V        |  5.83| 0.45| 3.61|21 12 13.3|-40 16 08
NN 4183 |K2          |  7.83| 0.78| 5.79|21 11 10.9|+45 27 22
GJ 2152 |f           | 16.17| 0.45|14.27|21 13 29.2|+07 26 14
Gl 822  |F7 V        |  5.11| 0.50| 3.74|21 14 29.1|+10 00 25
Gl 822  |F7 V        |  5.40|     | 4.00|21 14 29.1|+10 00 25
Gl 822.1|F0 IV       |  3.82| 0.38| 2.37|21 14 47.9|+38 02 46
Gl 822.1|G0 V        |  6.42| 0.60| 4.97|21 14 47.9|+38 02 46
Gl 822.1|M3          | 12.00| 1.53|10.55|21 14 46.9|+38 01 16
NN 4184 |m           | 12.13|     |10.98|21 15 13.1|+25 47 42
Gl 822.2|G5 V        |  6.99| 0.89| 6.18|21 15 57.7|+25 26 01
NN 4185 |m           | 12.68|     |11.74|21 16 05.4|+29 51 54
NN 4186 |m           | 13.49|     |12.55|21 16 03.4|+29 51 48
Gl 824  |dK8         |  7.95| 1.02| 6.88|21 16 32.1|+09 23 34
Gl 825  |M0 Ve       |  6.67| 1.41| 8.73|21 17 15.3|-38 52 03
Gl 825.1|G5 V        |  6.60| 0.68| 4.94|21 18 44.4|-61 21 08
NN 4187 |M1          | 12.11| 1.52|10.23|21 17 35.7|-08 54 05
NN 4188 |            | 13.33|     |11.45|21 17 38.7|-08 54 47
NN 4189 |M3          | 12.47|     |10.92|21 17 23.3|+20 53 51
NN 4190 |M4          | 14.00|     |12.00|21 17 23.3|+20 53 51
Gl 825.2|G5 V        |  6.75| 0.63| 4.92|21 18 27.3|-43 20 02
Gl 825.3|dK6         |  8.22| 0.98| 6.60|21 18 03.3|+00 09 41
NN 4191 |DA6         | 14.28| 0.26|12.55|21 19 28.6|-55 50 28
Wo 9732 |m           | 10.90| 1.45| 9.60|21 20 10.4|-67 39 07
Wo 9733 |A5 V        |  4.50| 0.19| 2.60|21 19 52.1|-53 26 57
Wo 9733 |A7 V        |  6.90|     | 5.00|21 19 51.1|-53 26 57
Gl 825.4|G5 V        |  6.63| 0.73| 5.39|21 19 45.3|-26 21 11
Gl 825.4|dG6         |  9.60|     | 8.40|21 19 45.3|-26 21 11
Gl 826  |A7 IV-V     |  2.44| 0.22| 1.57|21 18 34.6|+62 35 08
GJ 1261 |DA          | 12.33| 0.07|10.86|21 18 56.3|+54 12 41
Wo 9735 |G5          | 10.64| 0.81| 8.90|21 20 51.4|-51 02 46
Gl 826.1|K5 V        |  9.12| 1.35| 7.51|21 20 13.9|-19 51 10
GJ 1262 |G5 V        |  6.97| 0.73| 5.38|21 24 40.9|-68 13 39
Gl 826.2|M2          | 12.46| 1.56|10.36|21 24 14.5|-46 42 21
NN 4192 |m           | 13.64|     |11.65|21 24 18.9|+08 30 06
Gl 827  |F8 V        |  4.22| 0.49| 4.53|21 26 26.5|-65 21 56
NN 4193 |M7          | 12.67| 1.53|11.12|21 26 12.1|-42 25 55
Gl 827.1|K3 V        |  8.66| 0.92| 6.44|21 26 58.4|-56 07 33
Gl 828  |K0 V        |  7.48| 0.91| 6.61|21 27 01.6|-44 48 30
Gl 828  |m           | 14.10|     |13.20|21 26 52.6|-44 47 49
Gl 828.1|dM1         | 10.52| 1.38| 9.12|21 26 41.9|+03 44 12
Gl 828.2|M0          | 11.10| 1.55| 9.75|21 27 16.9|-06 50 40
NN 4194 |G5          |  7.28|     | 5.34|21 25 16.8|+70 28 39
NN 4195 |M0.5        | 11.60| 1.56| 9.63|21 27 46.8|+07 17 59
NN 4196 |m           | 11.15|     | 9.51|21 27 32.9|+34 01 26
NN 4197 |M4          | 12.21| 1.56|10.83|21 28 18.2|-22 18 29
Gl 828.4|K2          |  8.73| 0.86| 6.12|21 28 11.5|+10 36 38
Gl 828.5|DA4         | 12.80| 0.02|11.24|21 26 57.4|+73 38 46
Gl 829  |dM4  e      | 10.30| 1.63|11.15|21 29 36.3|+17 38 35
Gl 830  |M0 V        |  9.10| 1.28| 8.12|21 30 02.5|-12 30 38
NN 4198 |M3          | 13.19| 1.62|12.20|21 30 49.6|-40 43 21
Gl 831  |dM4.5e      | 12.05| 1.67|12.54|21 31 18.9|-09 47 22
Gl 831  |            | 14.90|     |15.40|21 31 18.9|-09 47 22
NN 4199 |dK8         |  9.25| 1.05| 7.30|21 31 01.8|+23 20 07
NN 4200 |G0          |  7.41|     | 6.23|21 31 34.4|-09 44 44
NN 4201 |m           | 12.66|     |12.20|21 32 22.3|+24 33 41
Gl 832  |M1 V        |  8.67| 1.47|10.33|21 33 33.9|-49 00 33
NN 4202 |M3.5        | 14.01| 1.58|12.90|21 33 49.1|-06 51 16
NN 4203 |dM          | 13.35| 1.68|12.53|21 33 48.6|+01 47 06
NN 4204 |m           | 14.50|     |13.70|21 33 48.6|+01 47 06
NN 4205 |M3.5        | 11.78| 1.46|11.00|21 34 51.7|+51 32 04
Gl 833  |K2 V        |  7.14| 0.88| 6.56|21 36 41.8|-50 50 48
NN 4206 |M2          | 10.62| 1.44| 9.68|21 37 52.6|-63 43 31
Gl 834  |dM0         | 10.34| 1.42| 8.83|21 36 38.6|+39 27 22
Gl 834  |            | 12.30|     |10.80|21 36 38.6|+39 27 22
NN 4207 |M2          | 12.57| 1.62|11.30|21 38 42.1|-33 39 41
Gl 835  |M0  e       |  9.88| 1.50| 9.42|21 38 00.0|+27 43 26
Gl 835.1|K0 III      |  3.75| 1.00| 2.31|21 41 28.9|-77 23 22
NN 4208 |M0          | 10.60| 1.41| 8.96|21 37 49.6|+53 04 56
Gl 836  |M3.5        | 13.43| 1.56|12.71|21 39 01.0|-24 09 29
Gl 836.1|G4 IV-V     |  6.73| 0.62| 5.02|21 39 10.4|-27 18 23
NN 4209 |F0 p        |  3.68| 0.32| 0.90|21 40 05.1|-16 39 47
NN 4210 |M3:         | 11.62|     |10.24|21 39 54.7|+27 36 44
NN 4211 |m           | 12.57| 1.56|11.20|21 41 16.2|-00 46 29
Wo 9747 |M3.5        | 14.10|     |12.30|21 40 30.4|+54 00 21
Gl 836.3|K5 V        |  8.82| 1.04| 7.09|21 42 10.1|-41 07 32
Gl 836.4|M1.5:       | 12.80| 1.48|10.33|21 42 07.3|-12 09 52
NN 4212 |m           | 13.97|     |12.14|21 41 58.8|+27 41 16
Gl 836.5|DQ6         | 13.24| 0.17|12.74|21 42 40.5|+20 59 55
NN 4213 |dM3         | 12.07| 1.53|10.70|21 44 13.4|+06 38 29
NN 4214 |m           | 13.65|     |12.43|21 44 09.2|+17 03 30
NN 4215 |m           | 14.81|     |13.59|21 44 08.2|+17 04 36
Gl 836.6|F4 V        |  4.78| 0.48| 2.96|21 44 08.4|+28 44 36
Gl 836.6|G2 V        |  6.09|     | 4.27|21 44 08.1|+28 44 38
Gl 836.7|G0 V        |  5.94| 0.59| 5.04|21 44 31.8|+14 46 19
NN 4216 |M3.5        | 12.81| 1.64|11.90|21 45 01.1|-05 47 12
Gl 836.8|dK6         |  9.63| 1.34| 8.22|21 44 30.4|+41 35 52
NN 4217 |M3.5        | 13.54| 1.65|12.00|21 45 25.2|-05 54 07
Gl 836.9|K7 V        |  9.47| 1.32| 8.05|21 46 35.4|-57 42 10
Gl 836.9|K7 V        |  9.60|     | 8.20|21 46 35.4|-57 42 10
NN 4218 |m           | 14.39| 1.68|12.75|21 45 44.6|+20 46 51
GJ 1263 |M3.5        | 12.65| 1.61|12.21|21 46 40.5|-00 10 32
Gl 837  |A6 m        |  2.87| 0.29| 2.00|21 47 02.5|-16 07 38
GJ 1264 |M2 Ve       |  9.80| 1.46| 9.80|21 49 05.9|-72 06 12
Wo 9754 |K3 V        |  8.62| 0.97| 6.58|21 48 00.5|-40 15 21
NN 4219 |M3.5        | 13.36|     |12.21|21 46 56.3|+46 38 08
Gl 838  |G2 V        |  5.58| 0.60| 4.86|21 48 15.6|-47 18 11
NN 4220 |M1.5        | 11.79| 1.43| 9.80|21 47 57.2|+05 49 26
NN 4221 |m           | 13.87|     |11.93|21 48 10.7|+01 26 45
NN 4222 |m+          | 12.50|     |11.10|21 49 32.3|-63 06 55
NN 4223 |M4          | 13.00|     |11.30|21 47 51.5|+50 14 38
NN 4224 |M6          | 12.20| 1.59|11.30|21 49 07.6|-41 32 09
NN 4225 |m           | 11.99| 1.62|10.66|21 48 15.7|+27 55 42
Gl 838.1|K3 V        |  8.65| 1.04| 6.71|21 49 12.1|+05 43 23
Gl 838.1|m           | 14.90| 1.75|12.96|21 49 36.0|+05 39 01
Wo 9757 |K5          | 10.83| 1.41| 8.79|21 49 46.3|-11 41 06
NN 4226 |G0          |  7.50|     | 6.39|21 51 05.4|-10 02 19
Wo 9758 |K0          |  8.99| 0.86| 6.06|21 49 01.3|+75 00 03
NN 4227 |m           | 13.42| 1.50|11.32|21 51 16.8|+12 50 39
Gl 838.2|K1          |  8.60| 0.83| 5.99|21 51 39.5|+00 50 57
NN 4228 |m           | 13.93|     |13.09|21 51 48.9|+13 36 18
NN 4229 |K3/4 V      |  8.24| 1.00| 6.69|21 54 51.1|-77 20 16
NN 4230 |            | 10.50|     | 9.00|21 54 51.1|-77 20 16
NN 4231 |dM2         | 12.11| 1.53|11.14|21 52 10.8|+05 37 32
Gl 838.3|G8          |  7.86| 0.78| 5.64|21 51 52.7|+42 20 40
Gl 838.3|M1          | 11.45| 1.43| 9.23|21 51 52.7|+42 20 40
Gl 838.4|DA3         | 12.75| 0.01|10.78|21 52 25.4|+02 23 15
NN 4232 |m           | 14.06|     |12.02|21 52 11.5|+27 25 00
NN 4233 |K2          |  8.23| 0.73| 5.54|21 52 20.2|+39 48 08
NN 4234 |F5 VI-V     |  5.53| 0.42| 3.37|21 52 30.1|+28 47 35
Gl 838.5|F1 III      |  5.08| 0.37| 3.38|21 53 17.5|-13 33 08
NN 4235 |            | 15.35|     |13.41|21 54 16.3|-43 36 06
NN 4236 |DA6         | 14.41| 0.26|12.95|21 54 06.7|-01 17 13
Gl 838.6|M1          | 11.98| 1.56|11.72|21 54 47.0|-47 00 12
Gl 839  |dM1         | 10.35| 1.36| 8.66|21 53 59.2|+41 46 42
Gl 840  |dK0  e      |  7.78| 0.92| 6.23|21 54 44.6|+32 19 44
NN 4237 |            | 10.00|     | 8.50|21 55 38.2|+33 02 16
NN 4238 |            | 10.20|     | 8.70|21 55 38.2|+33 02 16
Gl 841  |M0          | 10.40| 1.50| 9.60|21 56 51.4|-51 00 26
Gl 841  |DQ7         | 14.68| 0.16|13.86|21 56 51.4|-51 00 26
NN 4239 |dM5         | 14.64| 1.76|14.02|21 56 55.3|-01 54 05
NN 4240 |M3.5        | 12.90| 1.58|11.50|21 56 38.0|+19 46 13
NN 4241 |M1          | 11.01| 1.50| 9.74|21 57 26.2|+08 08 12
NN 4242 |m           | 14.65|     |12.77|21 58 50.0|-32 28 14
NN 4243 |m           | 15.80|     |13.90|21 58 49.0|-32 26 26
Gl 842  |M2          |  9.75| 1.49| 9.19|21 59 34.2|-59 45 06
NN 4244 |K7          |  9.55| 1.25| 7.82|21 59 32.2|-60 56 00
NN 4245 |M4          | 11.80| 1.47| 9.92|21 59 08.1|-46 45 43
Wo 9763 |M2 :        | 14.17| 1.59|12.30|21 59 18.4|-04 05 35
NN 4246 |m           | 12.76|     |10.98|21 59 22.2|+41 51 29
Gl 842.2|dM1         | 10.56| 1.45| 9.19|21 58 24.2|+75 35 19
NN 4247 |m+          | 12.01| 1.63|12.26|22 01 13.4|+28 18 24
Gl 843  |M3          | 12.03| 1.59|11.55|22 02 00.9|-19 28 57
Gl 844  |M2 V        | 10.62| 1.58| 9.87|22 01 49.4|+16 28 00
NN 4248 |M3.5        | 11.80| 1.65|11.80|22 02 29.3|-37 04 53
Gl 845  |K5 Ve       |  4.69| 1.06| 6.99|22 03 21.6|-56 47 12
Gl 846  |M0.5 V      |  9.18| 1.48| 9.16|22 02 10.5|+01 23 59
NN 4249 |M4          | 12.09| 1.57|10.45|22 03 07.9|-50 38 41
Gl 847  |m           | 10.97| 1.38| 8.28|22 04 05.5|-69 55 25
Gl 847  |m           | 13.70| 1.61|11.01|22 04 05.5|-69 55 25
NN 4250 |            | 10.34| 0.73| 8.52|22 03 33.0|+01 36 20
NN 4251 |m           | 13.41|     |11.63|22 03 20.5|+67 29 55
NN 4252 |M3          | 13.60| 1.51|11.70|22 05 06.5|+05 08 13
NN 4253 |M3.5        | 12.45|     |10.90|22 05 54.9|-38 16 06
NN 4254 |K7          | 10.15| 1.45| 8.93|22 05 52.8|-11 54 23
NN 4255 |m           | 15.87| 1.80|13.90|22 03 30.9|+78 16 45
Gl 847.1|K2 V        |  8.43| 0.85| 6.02|22 06 46.3|-45 23 34
NN 4256 |m           | 12.69|     |10.91|22 06 00.8|+39 17 57
NN 4257 |M4          | 13.60| 1.60|12.22|22 06 46.6|+03 25 04
NN 4258 |M1.5        | 11.62| 1.55|10.03|22 05 45.8|+65 38 45
Gl 848  |F5 V        |  3.76| 0.44| 3.27|22 07 00.9|+25 20 42
Gl 848.1|K7          | 10.51| 1.21| 7.67|22 08 10.2|-51 13 07
Gl 848.1|m           | 12.51| 1.51| 9.67|22 07 49.2|-51 07 07
Gl 848.1|m           | 13.42| 1.49|10.58|22 07 48.2|-51 07 20
Gl 848.2|B5 V        |  1.74|-0.13|-0.30|22 08 13.5|-46 57 37
Gl 848.4|G8 IV       |  6.55| 0.75| 5.20|22 09 30.3|-07 32 55
Gl 849  |dM3.5       | 10.37| 1.51|10.66|22 09 39.9|-04 38 28
Gl 849.1|F6 V        |  4.92| 0.48| 3.77|22 10 08.5|-32 32 55
NN 4259 |DA6         | 15.66| 0.23|13.65|22 09 47.7|+14 29 46
NN 4260 |k-m         | 12.57| 1.49|10.81|22 09 42.5|+41 02 03
Wo 9771 |A2 V        |  3.53| 0.08| 1.94|22 10 12.4|+06 11 54
NN 4261 |G0 V        |  6.18| 0.69| 5.00|22 10 19.1|+19 37 00
NN 4262 |k-m         | 12.14| 1.56|11.10|22 11 13.6|-02 32 39
Gl 850  |K0          |  7.24| 0.79| 5.78|22 11 12.4|+36 15 25
Gl 851  |dM2  e      | 10.22| 1.50| 9.80|22 11 29.8|+18 25 35
Wo 9773 |M3          | 12.00| 1.56|10.90|22 12 35.6|+08 33 06
NN 4263 |M3.5        | 13.34| 1.51|11.40|22 13 28.7|-14 44 56
GJ 1265 |m           | 13.57| 1.73|13.48|22 13 42.4|-17 41 11
NN 4264 |m           | 13.62|     |12.03|22 13 35.8|+25 58 02
NN 4265 |dM2         | 11.79| 1.49| 9.85|22 13 53.9|+05 16 33
Gl 851.2|G5 V        |  6.23| 0.65| 4.93|22 14 38.9|-41 22 56
Wo 9775 |K2          | 11.85|     |10.40|22 14 24.2|-08 44 41
Gl 851.3|G8 V        |  6.54| 0.90| 6.14|22 14 38.3|-15 49 04
Gl 851.4|K0          |  9.83| 0.72| 8.20|22 14 01.2|+57 07 15
Gl 851.5|dM0.5       | 10.35| 1.46| 8.66|22 14 31.1|+27 51 15
NN 4266 |F0 IV       |  4.19| 0.28| 2.28|22 15 02.8|+57 02 54
NN 4267 |m           | 12.90|     |11.79|22 15 26.0|+66 13 27
NN 4268 |K1 V        |  7.51| 0.81| 5.87|22 15 54.5|+54 40 21
NN 4269 |m           | 14.00|     |12.00|22 16 03.6|+54 39 55
NN 4270 |K3 V        |  8.42|     | 6.00|22 17 39.2|-48 39 04
Gl 852  |dM4.5e      | 13.40| 1.70|13.40|22 17 18.8|-08 48 13
Gl 852  |dM5  e      | 14.40| 1.90|14.40|22 17 18.8|-08 48 13
Gl 852.1|m           | 13.55| 1.54|12.10|22 17 19.6|+15 21 34
NN 4271 |            | 14.20|     |12.40|22 17 53.7|-36 11 19
Gl 853  |G1 V        |  5.39| 0.60| 4.97|22 18 16.0|-53 37 36
Gl 853  |            |  9.90|     | 9.50|22 18 16.0|-53 37 36
GJ 1266 |k           | 12.12| 1.47|10.36|22 16 22.8|+70 56 28
Gl 854  |dK6         |  9.23| 1.15| 7.62|22 16 31.8|+68 20 25
NN 4272 |m           | 14.80|     |13.07|22 19 23.7|-28 23 20
NN 4273 |M5          | 11.98| 1.56|10.60|22 21 35.6|-65 30 41
Wo 9779 |A0 V        |  3.84|-0.05| 2.07|22 21 39.0|-01 23 15
GJ 1267 |M0 V        |  9.06| 1.35| 8.44|22 22 16.4|-54 33 39
Gl 855  |M3          | 10.74| 1.50| 9.51|22 23 33.9|-57 13 10
Gl 855.1|G0 V J      |  5.98| 0.65| 5.21|22 24 37.1|-72 15 21
Gl 855.1|            |  6.10|     | 5.30|22 24 37.1|-72 15 21
NN 4274 |M4          | 13.25| 1.84|13.89|22 23 06.7|-17 36 25
NN 4275 |m           | 14.06|     |12.37|22 22 50.5|+28 01 51
Gl 856  |dM0  eJ     | 11.41| 1.57|11.21|22 23 29.3|+32 27 31
Gl 856  |            | 11.60|     |11.40|22 23 29.3|+32 27 31
Gl 857  |G4 V        |  5.32| 0.67| 4.07|22 24 56.3|-57 47 51
Wo 9780 |M3.5        | 12.51|     |12.13|22 25 05.4|-47 52 05
Gl 857.1|dK7  e      |  8.86| 1.19| 7.25|22 24 45.9|+22 33 04
Gl 857.1|            | 12.40|     |10.80|22 24 45.9|+22 33 04
GJ 1268 |m+          | 14.94| 1.81|13.94|22 24 56.5|+52 00 24
NN 4276 |m           | 12.91|     |12.04|22 25 17.1|+59 24 48
NN 4277 |dM          | 13.68| 1.59|11.64|22 26 13.8|+03 00 13
NN 4278 |m           | 17.70|     |15.70|22 26 13.8|+03 00 01
Gl 859  |G3 V        |  6.21| 0.62| 5.13|22 26 34.7|-16 44 30
Gl 859  |G3 V        |  6.40|     | 5.30|22 26 33.8|-16 44 31
Wo 9782 |F7 V        |  5.75| 0.52| 3.82|22 26 37.8|+04 23 39
Wo 9782 |K4:         | 11.70|     | 9.80|22 26 37.8|+04 23 39
NN 4279 |dM3   :     | 13.22| 1.66|12.50|22 27 03.4|+06 49 36
NN 4280 |K7          |  9.51| 1.18| 7.52|22 26 33.1|+63 52 47
GJ 1269 |K0 V        |  7.15| 0.90| 6.11|22 28 07.8|+12 14 56
GJ 1269 |            | 10.10|     | 9.10|22 28 07.8|+12 14 56
Gl 860  |M2 V        |  9.85| 1.62|11.86|22 28 00.0|+57 41 49
Gl 860  |M6 V        | 11.30| 1.80|13.30|22 28 00.0|+57 41 49
NN 4281 |M6.5        | 17.14| 2.16|16.96|22 28 54.0|-13 25 18
Wo 9784 |dM0         | 10.75| 1.48| 9.06|22 28 46.4|+18 55 51
Gl 862  |K5 V        |  7.65| 1.10| 7.03|22 29 14.8|-30 01 06
GJ 1270 |m           | 13.25| 1.65|12.55|22 29 48.3|+41 28 53
Gl 862.1|F7 V        |  6.14| 0.56| 4.41|22 31 18.4|-06 33 15
Gl 863  |M0          | 10.37| 1.51| 9.47|22 33 02.5|+09 22 42
Wo 9787 |G8 V        |  7.79| 0.72| 6.00|22 33 31.0|-35 26 43
NN 4282 |M3          | 12.41| 1.57|11.26|22 33 22.1|-09 36 49
Gl 863.1|dM1   J     | 10.84| 1.36| 9.14|22 32 57.1|+53 47 39
Gl 863.1|            | 10.84|     | 9.14|22 32 57.1|+53 47 39
Gl 863.2|F3 V        |  5.20| 0.44| 3.42|22 34 42.0|-20 42 30
NN 4283 |dM4  :      | 12.68|     |10.95|22 34 45.7|+04 02 39
NN 4284 |dM4         | 14.83| 1.70|12.99|22 34 55.0|-01 05 05
Gl 863.3|G5 V        |  7.58| 0.66| 5.11|22 36 07.4|-54 36 40
Gl 864  |dM1         | 10.01| 1.44| 9.10|22 36 09.4|-00 50 32
NN 4285 |m           | 11.45|     |12.29|22 37 59.4|-65 49 17
NN 4286 |            | 10.50|     | 8.90|22 37 08.6|-00 37 37
Gl 865  |k-m         | 11.48| 1.61|11.25|22 38 29.6|-65 22 43
Wo 9791 |            | 14.00|     |12.00|22 38 24.9|-65 22 53
NN 4287 |M2          |  9.41|     | 8.67|22 37 30.2|+39 22 56
NN 4288 |m           | 10.92|     |10.18|22 38 23.1|-29 21 00
NN 4289 |m           | 12.64|     |11.90|22 38 24.1|-29 21 06
Gl 866  |M5  e       | 12.66| 1.98|15.00|22 38 33.5|-15 18 07
Gl 867  |dM2  e      |  9.10| 1.51| 9.41|22 38 45.3|-20 37 13
Gl 867  |dM4  e      | 11.45| 1.60|11.76|22 38 45.3|-20 37 13
Gl 867.1|G8/K0 V J   |  8.51| 0.78| 5.67|22 39 34.9|-12 36 53
Gl 867.1|dG9  e      |  8.60|     | 5.80|22 39 34.9|-12 36 53
Gl 867.1|k-m         | 14.65| 1.61|11.81|22 39 41.8|-12 35 23
Gl 868  |K5 Ve       |  7.82| 1.13| 7.02|22 40 43.5|-29 40 27
Gl 869  |G8 V        |  7.39| 0.80| 5.56|22 40 55.6|-31 59 24
NN 4290 |m           | 13.20|     |11.69|22 40 41.5|+44 35 51
Wo 9793 |M0          | 10.75| 1.42| 8.76|22 41 35.0|+18 49 28
Gl 871  |G1 V        |  6.00| 0.57| 4.45|22 42 37.4|-47 12 39
Gl 871  |M1          | 11.10| 1.41| 9.55|22 42 37.4|-47 12 39
GJ 1271 |M3          | 11.78| 1.56|10.38|22 42 38.6|+17 40 11
NN 4291 |K0          |  8.12| 0.97| 6.57|22 43 21.9|-06 24 06
NN 4292 |m           | 15.00|     |14.00|22 43 23.3|+22 08 20
GJ 1272 |dK6         |  9.98| 1.13| 7.29|22 45 27.6|+11 11 34
GJ 1272 |            | 12.00|     | 9.00|22 45 27.6|+11 11 34
NN 4293 |M3          | 11.40| 1.46| 9.46|22 46 36.3|-63 18 16
NN 4294 |m           | 15.98| 1.83|14.63|22 46 25.6|-06 39 26
NN 4295 |G8 IIIa CN  |  3.96| 1.07| 2.00|22 46 31.7|+23 33 55
Gl 871.2|K0          |  7.86| 0.80| 5.82|22 46 20.5|+50 12 37
Gl 872  |F6 IV-V     |  4.19| 0.50| 2.70|22 46 42.0|+12 10 25
Gl 872  |M1          | 11.70|     |10.20|22 46 42.0|+12 10 25
Gl 873  |dM4.5e      | 10.26| 1.61|11.73|22 46 49.5|+44 20 02
NN 4296 |F8          |  9.60|     | 8.30|22 47 31.8|+44 33 11
Gl 874  |M3          | 11.92| 1.48|10.47|22 48 17.7|-36 47 22
NN 4297 |m           | 12.91|     |11.27|22 47 54.6|+31 52 12
Wo 9796 |A2 V        |  3.48| 0.08| 1.64|22 48 33.6|-51 18 59
GJ 1273 |DA5         | 14.36| 0.19|12.96|22 49 06.0|+22 36 24
Wo 9797 |G5 V        |  7.77| 0.74| 5.36|22 50 10.3|-41 29 22
NN 4298 |G8+ III     |  3.48| 0.93| 1.40|22 50 01.0|+24 35 40
Gl 875  |dM1  e      |  9.85| 1.48| 9.11|22 50 19.0|-07 05 24
GJ 1274 |m           | 11.72| 1.53|10.13|22 50 37.2|+34 51 21
NN 4299 |m           | 12.00|     |10.00|22 50 35.3|+36 11 34
NN 4300 |m           | 12.55|     |11.13|22 50 45.6|+28 36 10
GJ 1275 |DA9         | 15.52| 0.63|13.94|22 51 23.3|+29 39 45
Wo 9798 |dK4         |  8.30| 0.84| 6.02|22 51 26.3|+13 58 13
Gl 875.1|dM3.5e      | 11.63| 1.55|10.69|22 51 53.5|+31 45 18
NN 4301 |dK8         |  9.78| 1.20| 7.90|22 52 02.7|+23 24 49
Wo 9800 |A0 III      |  4.50|-0.04| 2.60|22 52 31.5|-32 52 34
Wo 9800 |            |  8.60|     | 6.70|22 52 31.5|-32 52 34
Wo 9801 |F7 IV       |  5.16| 0.48| 3.22|22 52 24.2|+09 50 06
Wo 9801 |M3:         | 13.52| 1.66|11.58|22 52 30.1|+09 54 06
Gl 876  |dM5         | 10.17| 1.58|11.79|22 53 17.1|-14 15 45
Wo 9802 |G3 IV       |  6.03| 0.62| 4.30|22 53 38.1|-48 35 53
GJ 1276 |DZ9+        | 15.65| 1.90|16.12|22 53 53.4|-06 46 54
NN 4302 |m           | 13.90|     |12.40|22 54 46.7|-05 28 26
Gl 877  |k           | 10.40| 1.49|10.79|22 55 46.1|-75 27 31
Gl 878  |M3          | 12.76| 1.60|12.02|22 54 20.8|+60 59 36
NN 4303 |M4          | 11.49| 1.45| 9.61|22 55 29.2|-52 18 04
NN 4304 |dM0         | 11.26| 1.45| 9.53|22 55 57.1|+05 45 18
NN 4305 |DB          | 15.70|     |14.00|22 55 56.1|+05 45 24
GJ 1277 |M4          | 14.08| 1.79|13.85|22 56 28.0|-60 03 02
NN 4306 |M0          | 10.50| 1.49| 9.56|22 55 59.8|+17 48 44
Gl 879  |K5 Ve       |  6.48| 1.10| 7.02|22 56 23.6|-31 33 53
Gl 880  |dM2  e      |  8.67| 1.50| 9.52|22 56 34.7|+16 33 12
NN 4307 |m           | 14.68| 1.70|12.70|22 56 12.4|+68 15 31
Gl 881  |A3 V        |  1.16| 0.09| 2.09|22 57 39.6|-29 37 22
Gl 882  |G4 V        |  5.50| 0.67| 4.33|22 57 27.6|+20 46 06
Gl 883  |dM1         | 10.60| 1.42| 8.66|22 59 54.2|-11 22 48
Gl 884  |K5/M0 V     |  7.88| 1.39| 8.42|23 00 15.8|-22 31 26
NN 4308 |M1:         | 11.57| 1.53| 9.93|23 00 33.4|-23 57 09
NN 4309 |M2          | 11.61| 1.55| 9.97|23 00 36.4|-23 58 09
Gl 886  |K4 V        |  7.46| 0.95| 6.30|23 01 51.3|-03 50 56
Gl 886.1|A3 Vn       |  5.14| 0.09| 1.50|23 02 36.5|+42 45 28
Gl 886.1|            |  8.80|     | 5.10|23 02 36.5|+42 45 28
NN 4310 |M3          | 10.64| 1.41| 9.18|23 03 20.4|-49 43 37
Gl 886.2|F0 IV       |  5.11| 0.29| 3.60|23 03 29.7|-34 44 57
GJ 1278 |dM1         |  9.89| 1.40| 8.71|23 04 30.8|+66 45 49
Gl 887  |M2 Ve       |  7.34| 1.49| 9.61|23 05 52.4|-35 51 12
Wo 9808 |G6 V        |  7.48| 0.65| 4.94|23 05 06.5|+68 25 03
Wo 9809 |dM0         | 10.82| 1.42| 9.04|23 06 02.8|+63 55 10
Gl 889  |K5 V        |  9.62| 1.30| 7.84|23 07 07.1|-23 09 37
Gl 889  |k-m         | 13.65| 1.65|11.87|23 07 15.1|-23 07 47
NN 4311 |M2          | 11.78| 1.48|10.27|23 06 35.8|+71 43 23
NN 4312 |m           | 12.45| 1.54|11.46|23 07 29.7|+68 40 04
Gl 889.1|dM0         | 10.91| 1.52| 9.85|23 08 06.5|+03 19 47
Gl 890  |dM2.5e      | 10.88| 1.42| 8.93|23 08 19.2|-15 24 32
GJ 1279 |K5 V        |  8.39| 1.20| 7.62|23 09 40.9|-67 44 00
NN 4313 |K3 V        |  8.59| 1.01| 6.55|23 09 10.5|-02 15 36
NN 4314 |k-m         | 12.66| 1.54|10.80|23 09 39.2|-01 58 31
GJ 1280 |K4 V        |  8.78| 1.02| 7.00|23 10 21.1|-68 50 21
Wo 9812 |G2 V        |  5.11| 0.65| 1.72|23 09 55.1|-22 27 25
Wo 9812 |A3 (IV)     |  5.90|     | 2.50|23 09 55.1|-22 27 25
Gl 891  |M2.5        | 11.27| 1.52|10.70|23 10 15.6|-25 55 54
NN 4315 |G5          |  7.91| 0.90| 5.20|23 09 57.2|+47 57 29
